year,target_country,super_power,allequal_model,security_model,economic_model,diplomatic_model,informational_model,sec_hierarchy,econ_hierarchy,diplo_hierarchy,info_hierarchy,arms_sales,defense_pacts,military_bases,export_dep,import_dep,fdi_dep,pfi_scores,dsp_scores,unga_voting,HOS_meetings
2008,Myanmar,United States,0.07,0.05,0.05,0.06,0.13,0,0,0.04,0.25,0,0,0,NA,0,NA,0.25,NA,0.09,0
2009,Myanmar,United States,0.06,0.04,0.04,0.06,0.09,0,0,0.07,0.16,0,0,0,0,0,0,0.16,NA,0.14,0
2010,Myanmar,United States,0.07,0.05,0.05,0.09,0.09,0,0,0.13,0.14,0,0,0,0,0,0,0.14,NA,0.27,0
2011,Myanmar,United States,0.18,0.12,0.12,0.16,0.33,0,0,0.13,0.61,0,0,0,NA,0,0,NA,0.61,0.25,0
2012,Myanmar,United States,0.22,0.15,0.15,0.28,0.3,0,0,0.41,0.47,0,0,0,NA,0,0,0.32,0.61,0.31,0.5
2013,Myanmar,United States,0.13,0.09,0.09,0.11,0.25,0,0,0.05,0.48,0,0,0,0,0.01,0,0.34,0.63,0.1,0
2014,Myanmar,United States,0.22,0.15,0.15,0.26,0.32,0,0,0.33,0.54,0,0,0,0.01,0,0,0.45,0.63,0.17,0.5
2015,Myanmar,United States,0.17,0.11,0.11,0.15,0.29,0,0.01,0.12,0.55,0,0,0,0.01,0.01,0,0.47,0.63,0.23,0
2016,Myanmar,United States,0.17,0.11,0.12,0.16,0.29,0,0.01,0.15,0.53,0,0,0,0.02,0.01,0,0.43,0.63,0.29,0
2017,Myanmar,United States,0.18,0.12,0.12,0.15,0.31,0,0.02,0.11,0.57,0,0,0,0.03,0.02,0,0.51,0.63,0.23,0
2018,Myanmar,United States,NA,NA,NA,NA,NA,0,NA,0.08,0.56,0,0,0,NA,NA,NA,0.49,0.63,0.15,0
1991,Nepal,China,NA,NA,NA,NA,NA,0,NA,0.93,NA,0,0,0,NA,NA,NA,NA,NA,0.93,NA
1992,Nepal,China,NA,NA,NA,NA,NA,0,NA,0.84,NA,0,0,0,NA,NA,NA,NA,NA,0.84,NA
1993,Nepal,China,NA,NA,NA,NA,NA,0,NA,0.82,NA,0,0,0,NA,NA,NA,NA,NA,0.82,NA
1994,Nepal,China,NA,NA,NA,NA,NA,0,NA,0.85,NA,0,0,0,NA,NA,NA,NA,NA,0.85,NA
1995,Nepal,China,NA,NA,NA,NA,NA,0,0.04,0.83,NA,0,0,0,0,0.08,NA,NA,NA,0.83,NA
1996,Nepal,China,NA,NA,NA,NA,NA,0,0.04,0.8,NA,0,0,0,0.01,0.07,NA,NA,NA,0.8,NA
1997,Nepal,China,NA,NA,NA,NA,NA,0,0.06,0.83,NA,0,0,0,0.02,0.1,NA,NA,NA,0.83,NA
1998,Nepal,China,NA,NA,NA,NA,NA,0,0.05,0.75,NA,0,0,0,0.01,0.09,NA,NA,NA,0.75,NA
1999,Nepal,China,NA,NA,NA,NA,NA,0,0.11,0.8,NA,0,0,0,0.01,0.2,NA,NA,NA,0.8,NA
2000,Nepal,China,0.35,0.23,0.27,0.5,0.39,0,0.11,0.81,0.47,0,0,0,0.01,0.2,NA,NA,0.47,0.81,NA
2001,Nepal,China,0.36,0.24,0.28,0.52,0.4,0,0.12,0.85,0.47,0,0,0,0.01,0.22,NA,NA,0.47,0.85,NA
2002,Nepal,China,0.33,0.22,0.24,0.47,0.37,0,0.08,0.76,0.47,0,0,0,0.01,0.15,NA,NA,0.47,0.76,NA
2003,Nepal,China,0.24,0.16,0.18,0.3,0.31,0,0.05,0.43,0.47,0,0,0,0.03,0.08,NA,NA,0.47,0.87,0
2004,Nepal,China,0.25,0.17,0.19,0.32,0.32,0,0.07,0.46,0.47,0,0,0,0.01,0.13,NA,NA,0.47,0.92,0
2005,Nepal,China,0.36,0.24,0.27,0.55,0.4,0,0.08,0.92,0.46,0,0,0,0.01,0.14,NA,NA,0.46,0.84,1
2006,Nepal,China,0.25,0.17,0.2,0.31,0.32,0,0.09,0.43,0.47,0,0,0,0.01,0.18,NA,NA,0.47,0.87,0
2007,Nepal,China,0.27,0.18,0.22,0.32,0.37,0,0.1,0.42,0.56,0,0,0,0.02,0.19,NA,NA,0.56,0.85,0
2008,Nepal,China,0.26,0.17,0.2,0.3,0.36,0,0.08,0.38,0.58,0,0,0,0.01,0.14,NA,NA,0.58,0.75,0
2009,Nepal,China,0.27,0.18,0.19,0.32,0.37,0,0.05,0.43,0.58,0,0,0,0.02,0.12,0.01,NA,0.58,0.87,0
2010,Nepal,China,0.27,0.18,0.19,0.32,0.37,0,0.05,0.43,0.58,0,0,0,0.02,0.13,0,NA,0.58,0.86,0
2011,Nepal,China,0.26,0.18,0.19,0.31,0.37,0,0.05,0.41,0.58,0,0,0,0.02,0.15,0,NA,0.58,0.83,0
2012,Nepal,China,0.28,0.19,0.24,0.32,0.38,0,0.15,0.4,0.58,0,0,0,0.05,0.39,0.01,NA,0.58,0.81,0
2013,Nepal,China,0.27,0.18,0.2,0.33,0.38,0,0.07,0.44,0.58,0,0,0,0.04,0.15,0.01,NA,0.58,0.87,0
2014,Nepal,China,0.27,0.18,0.2,0.32,0.37,0,0.07,0.42,0.58,0,0,0,0.04,0.15,0.01,NA,0.58,0.84,0
2015,Nepal,China,0.4,0.38,0.29,0.48,0.46,0.33,0.06,0.64,0.58,1,0,0,0.02,0.14,0.01,NA,0.58,0.77,0.5
2016,Nepal,China,0.26,0.17,0.2,0.29,0.36,0,0.09,0.35,0.58,0,0,0,0.03,0.13,0.12,NA,0.58,0.7,0
2017,Nepal,China,0.26,0.17,0.21,0.29,0.37,0,0.11,0.36,0.58,0,0,0,0.03,0.12,0.16,NA,0.58,0.71,0
2018,Nepal,China,NA,NA,NA,NA,NA,0,NA,0.39,0.58,0,0,0,NA,NA,NA,NA,0.58,0.78,0
1991,Nepal,India,NA,NA,NA,NA,NA,0,NA,0.96,NA,0,0,0,NA,NA,NA,NA,NA,0.96,NA
1992,Nepal,India,NA,NA,NA,NA,NA,0.33,NA,0.86,NA,1,0,0,NA,NA,NA,NA,NA,0.86,NA
1993,Nepal,India,NA,NA,NA,NA,NA,0,NA,0.83,NA,0,0,0,NA,NA,NA,NA,NA,0.83,NA
1994,Nepal,India,NA,NA,NA,NA,NA,0,NA,0.76,NA,0,0,0,NA,NA,NA,NA,NA,0.76,NA
1995,Nepal,India,NA,NA,NA,NA,NA,0,0.17,0.76,NA,0,0,0,0.12,0.22,NA,NA,NA,0.76,NA
1996,Nepal,India,NA,NA,NA,NA,NA,0,0.22,0.76,NA,0,0,0,0.15,0.29,NA,NA,NA,0.76,NA
1997,Nepal,India,NA,NA,NA,NA,NA,0,0.25,0.7,NA,0,0,0,0.2,0.3,NA,NA,NA,0.7,NA
1998,Nepal,India,NA,NA,NA,NA,NA,0,0.32,0.66,NA,0,0,0,0.29,0.35,NA,NA,NA,0.66,NA
1999,Nepal,India,NA,NA,NA,NA,NA,0,0.36,0.78,NA,0,0,0,0.33,0.4,NA,NA,NA,0.78,NA
2000,Nepal,India,0.38,0.25,0.35,0.51,0.41,0,0.29,0.76,0.47,0,0,0,0.31,0.28,NA,NA,0.47,0.76,NA
2001,Nepal,India,0.5,0.44,0.46,0.6,0.49,0.33,0.38,0.8,0.47,1,0,0,0.48,0.29,NA,NA,0.47,0.8,NA
2002,Nepal,India,0.49,0.44,0.47,0.57,0.48,0.33,0.44,0.73,0.47,1,0,0,0.48,0.4,NA,NA,0.47,0.73,NA
2003,Nepal,India,0.42,0.39,0.44,0.4,0.43,0.33,0.5,0.38,0.47,1,0,0,0.48,0.52,NA,NA,0.47,0.75,0
2004,Nepal,India,0.44,0.4,0.47,0.42,0.45,0.33,0.55,0.39,0.47,1,0,0,0.5,0.61,NA,NA,0.47,0.79,0
2005,Nepal,India,0.36,0.24,0.44,0.37,0.4,0,0.6,0.4,0.46,0,0,0,0.56,0.64,NA,NA,0.46,0.79,0
2006,Nepal,India,0.36,0.24,0.43,0.38,0.4,0,0.57,0.41,0.47,0,0,0,0.51,0.63,NA,NA,0.47,0.82,0
2007,Nepal,India,0.39,0.26,0.46,0.39,0.45,0,0.61,0.39,0.56,0,0,0,0.61,0.6,NA,NA,0.56,0.78,0
2008,Nepal,India,0.4,0.27,0.49,0.39,0.46,0,0.66,0.37,0.58,0,0,0,0.66,0.65,NA,NA,0.58,0.74,0
2009,Nepal,India,0.47,0.42,0.51,0.45,0.51,0.33,0.57,0.4,0.58,1,0,0,0.58,0.54,0.6,NA,0.58,0.8,0
2010,Nepal,India,0.44,0.29,0.46,0.5,0.48,0,0.52,0.64,0.58,0,0,0,0.62,0.6,0.35,NA,0.58,0.77,0.5
2011,Nepal,India,0.36,0.24,0.41,0.36,0.43,0,0.51,0.35,0.58,0,0,0,0.61,0.6,0.32,NA,0.58,0.69,0
2012,Nepal,India,0.42,0.28,0.43,0.49,0.47,0,0.46,0.64,0.58,0,0,0,0.51,0.51,0.35,NA,0.58,0.78,0.5
2013,Nepal,India,0.38,0.26,0.43,0.4,0.45,0,0.52,0.43,0.58,0,0,0,0.58,0.58,0.39,NA,0.58,0.86,0
2014,Nepal,India,0.59,0.51,0.56,0.71,0.59,0.33,0.51,0.94,0.58,1,0,0,0.62,0.61,0.3,NA,0.58,0.87,1
2015,Nepal,India,0.36,0.24,0.39,0.37,0.43,0,0.45,0.4,0.58,0,0,0,0.62,0.58,0.17,NA,0.58,0.81,0
2016,Nepal,India,0.36,0.24,0.4,0.35,0.43,0,0.49,0.35,0.58,0,0,0,0.54,0.69,0.23,NA,0.58,0.7,0
2017,Nepal,India,0.41,0.28,0.43,0.48,0.47,0,0.47,0.6,0.58,0,0,0,0.54,0.63,0.23,NA,0.58,0.7,0.5
2018,Nepal,India,NA,NA,NA,NA,NA,0,NA,0.93,0.58,0,0,0,NA,NA,NA,NA,0.58,0.85,1
1991,Nepal,Russia,NA,NA,NA,NA,NA,0,NA,0.6,NA,0,0,0,NA,NA,NA,NA,NA,0.6,NA
1992,Nepal,Russia,NA,NA,NA,NA,NA,0,NA,0.52,NA,0,0,0,NA,NA,NA,NA,NA,0.52,NA
1993,Nepal,Russia,NA,NA,NA,NA,NA,0,NA,0.48,NA,0,0,0,NA,NA,NA,NA,NA,0.48,NA
1994,Nepal,Russia,NA,NA,NA,NA,NA,0,NA,0.48,NA,0,0,0,NA,NA,NA,NA,NA,0.48,NA
1995,Nepal,Russia,NA,NA,NA,NA,NA,0,NA,0.53,NA,0,0,0,NA,NA,NA,NA,NA,0.53,NA
1996,Nepal,Russia,NA,NA,NA,NA,NA,0,0,0.56,NA,0,0,0,0,0,NA,NA,NA,0.56,NA
1997,Nepal,Russia,NA,NA,NA,NA,NA,0,0.01,0.64,NA,0,0,0,0.01,0,NA,NA,NA,0.64,NA
1998,Nepal,Russia,NA,NA,NA,NA,NA,0,0.04,0.6,NA,0,0,0,0,0.08,NA,NA,NA,0.6,NA
1999,Nepal,Russia,NA,NA,NA,NA,NA,0,0,0.66,NA,0,0,0,0,0,NA,NA,NA,0.66,NA
2000,Nepal,Russia,0.3,0.2,0.2,0.45,0.36,0,0,0.74,0.47,0,0,0,0,0,NA,NA,0.47,0.74,NA
2001,Nepal,Russia,0.31,0.21,0.21,0.46,0.36,0,0.01,0.77,0.47,0,0,0,0,0.01,NA,NA,0.47,0.77,NA
2002,Nepal,Russia,0.29,0.19,0.19,0.42,0.35,0,0,0.69,0.47,0,0,0,0,0,NA,NA,0.47,0.69,NA
2003,Nepal,Russia,0.21,0.14,0.14,0.27,0.3,0,0,0.38,0.47,0,0,0,0,0,NA,NA,0.47,0.76,0
2004,Nepal,Russia,0.21,0.14,0.14,0.27,0.3,0,0,0.38,0.47,0,0,0,0,0.01,NA,NA,0.47,0.75,0
2005,Nepal,Russia,0.21,0.14,0.14,0.26,0.29,0,0,0.36,0.46,0,0,0,0,0,NA,NA,0.46,0.73,0
2006,Nepal,Russia,0.21,0.14,0.14,0.26,0.29,0,0,0.36,0.47,0,0,0,0,0,NA,NA,0.47,0.72,0
2007,Nepal,Russia,0.23,0.15,0.15,0.27,0.34,0,0,0.36,0.56,0,0,0,0,0,NA,NA,0.56,0.71,0
2008,Nepal,Russia,0.22,0.15,0.15,0.26,0.34,0,0,0.32,0.58,0,0,0,0,0,NA,NA,0.58,0.64,0
2009,Nepal,Russia,0.23,0.16,0.16,0.27,0.35,0,0,0.36,0.58,0,0,0,0,0,0,NA,0.58,0.71,0
2010,Nepal,Russia,0.24,0.16,0.16,0.28,0.35,0,0,0.37,0.58,0,0,0,0,0,0,NA,0.58,0.75,0
2011,Nepal,Russia,0.24,0.16,0.16,0.29,0.36,0,0,0.39,0.58,0,0,0,0,0,0,NA,0.58,0.79,0
2012,Nepal,Russia,0.23,0.16,0.16,0.27,0.35,0,0,0.35,0.58,0,0,0,0,0,0,NA,0.58,0.7,0
2013,Nepal,Russia,0.31,0.32,0.21,0.32,0.4,0.33,0,0.33,0.58,1,0,0,0,0,-0.01,NA,0.58,0.67,0
2014,Nepal,Russia,0.23,0.15,0.15,0.26,0.35,0,0,0.32,0.58,0,0,0,0,0,-0.01,NA,0.58,0.65,0
2015,Nepal,Russia,0.22,0.15,0.15,0.25,0.34,0,0,0.31,0.58,0,0,0,0,0.01,0,NA,0.58,0.61,0
2016,Nepal,Russia,0.21,0.14,0.14,0.23,0.33,0,0,0.26,0.58,0,0,0,0,0,0,NA,0.58,0.51,0
2017,Nepal,Russia,0.22,0.15,0.15,0.24,0.34,0,0,0.29,0.58,0,0,0,0,0,0,NA,0.58,0.59,0
2018,Nepal,Russia,NA,NA,NA,NA,NA,0,NA,0.33,0.58,0,0,0,NA,NA,NA,NA,0.58,0.66,0
1991,Nepal,United States,NA,NA,NA,NA,NA,0,NA,0.15,NA,0,0,0,NA,NA,NA,NA,NA,0.15,NA
1992,Nepal,United States,NA,NA,NA,NA,NA,0,NA,0.2,NA,0,0,0,NA,NA,NA,NA,NA,0.2,NA
1993,Nepal,United States,NA,NA,NA,NA,NA,0,NA,0.2,NA,0,0,0,NA,NA,NA,NA,NA,0.2,NA
1994,Nepal,United States,NA,NA,NA,NA,NA,0,NA,0.28,NA,0,0,0,NA,NA,NA,NA,NA,0.28,NA
1995,Nepal,United States,NA,NA,NA,NA,NA,0,0.15,0.22,NA,0,0,0,0.3,0,NA,NA,NA,0.22,NA
1996,Nepal,United States,NA,NA,NA,NA,NA,0,0.16,0.23,NA,0,0,0,0.32,0.01,NA,NA,NA,0.23,NA
1997,Nepal,United States,NA,NA,NA,NA,NA,0,0.16,0.29,NA,0,0,0,0.28,0.04,NA,NA,NA,0.29,NA
1998,Nepal,United States,NA,NA,NA,NA,NA,0,0.17,0.25,NA,0,0,0,0.32,0.02,NA,NA,NA,0.25,NA
1999,Nepal,United States,NA,NA,NA,NA,NA,0,0.17,0.21,NA,0,0,0,0.33,0.01,NA,NA,NA,0.21,NA
2000,Nepal,United States,0.23,0.16,0.22,0.24,0.31,0,0.19,0.26,0.47,0,0,0,0.36,0.03,NA,NA,0.47,0.26,NA
2001,Nepal,United States,0.21,0.14,0.19,0.21,0.3,0,0.15,0.21,0.47,0,0,0,0.28,0.02,NA,NA,0.47,0.21,NA
2002,Nepal,United States,0.19,0.13,0.18,0.17,0.28,0,0.15,0.13,0.47,0,0,0,0.28,0.03,NA,NA,0.47,0.13,NA
2003,Nepal,United States,0.17,0.11,0.16,0.14,0.27,0,0.15,0.07,0.47,0,0,0,0.28,0.02,NA,NA,0.47,0.14,0
2004,Nepal,United States,0.16,0.11,0.15,0.12,0.26,0,0.12,0.05,0.47,0,0,0,0.23,0.02,NA,NA,0.47,0.11,0
2005,Nepal,United States,0.15,0.1,0.13,0.12,0.26,0,0.1,0.06,0.46,0,0,0,0.18,0.02,NA,NA,0.46,0.11,0
2006,Nepal,United States,0.16,0.1,0.14,0.13,0.26,0,0.09,0.07,0.47,0,0,0,0.18,0.01,NA,NA,0.47,0.14,0
2007,Nepal,United States,0.17,0.11,0.13,0.12,0.3,0,0.07,0.04,0.56,0,0,0,0.12,0.01,NA,NA,0.56,0.08,0
2008,Nepal,United States,0.18,0.12,0.13,0.14,0.31,0,0.05,0.08,0.58,0,0,0,0.09,0.01,NA,NA,0.58,0.16,0
2009,Nepal,United States,0.18,0.12,0.13,0.16,0.31,0,0.04,0.11,0.58,0,0,0,0.07,0.01,0.03,NA,0.58,0.21,0
2010,Nepal,United States,0.19,0.13,0.14,0.18,0.32,0,0.04,0.15,0.58,0,0,0,0.07,0.01,0.03,NA,0.58,0.29,0
2011,Nepal,United States,0.2,0.13,0.14,0.19,0.33,0,0.04,0.16,0.58,0,0,0,0.09,0.01,0.02,NA,0.58,0.33,0
2012,Nepal,United States,0.2,0.13,0.15,0.18,0.33,0,0.05,0.16,0.58,0,0,0,0.13,0,0.01,NA,0.58,0.31,0
2013,Nepal,United States,0.17,0.12,0.13,0.14,0.31,0,0.04,0.07,0.58,0,0,0,0.09,0.01,0.01,NA,0.58,0.14,0
2014,Nepal,United States,0.18,0.12,0.13,0.15,0.31,0,0.03,0.09,0.58,0,0,0,0.08,0.01,0.01,NA,0.58,0.18,0
2015,Nepal,United States,0.18,0.12,0.14,0.16,0.32,0,0.05,0.1,0.58,0,0,0,0.1,0.01,0.02,NA,0.58,0.21,0
2016,Nepal,United States,0.21,0.14,0.16,0.2,0.33,0,0.06,0.2,0.58,0,0,0,0.13,0,0.03,NA,0.58,0.39,0
2017,Nepal,United States,0.19,0.12,0.14,0.16,0.32,0,0.05,0.11,0.58,0,0,0,0.11,0.01,0.02,NA,0.58,0.23,0
2018,Nepal,United States,NA,NA,NA,NA,NA,0,NA,0.09,0.58,0,0,0,NA,NA,NA,NA,0.58,0.17,0
1991,New Zealand,China,NA,NA,NA,NA,NA,0,NA,0.62,NA,0,0,0,NA,NA,NA,NA,NA,0.62,NA
1992,New Zealand,China,NA,NA,NA,NA,NA,0,NA,0.56,NA,0,0,0,NA,NA,NA,NA,NA,0.56,NA
1993,New Zealand,China,NA,NA,NA,NA,NA,0,NA,0.6,NA,0,0,0,NA,NA,NA,NA,NA,0.6,NA
1994,New Zealand,China,NA,NA,NA,NA,NA,0,NA,0.59,NA,0,0,0,NA,NA,NA,NA,NA,0.59,NA
1995,New Zealand,China,NA,NA,NA,NA,NA,0,0.04,0.65,NA,0,0,0,0.03,0.04,NA,NA,NA,0.65,NA
1996,New Zealand,China,NA,NA,NA,NA,NA,0,0.04,0.62,NA,0,0,0,0.03,0.04,NA,NA,NA,0.62,NA
1997,New Zealand,China,NA,NA,NA,NA,NA,0,0.04,0.59,NA,0,0,0,0.03,0.05,NA,NA,NA,0.59,NA
1998,New Zealand,China,NA,NA,NA,NA,NA,0,0.05,0.55,NA,0,0,0,0.03,0.06,NA,NA,NA,0.55,NA
1999,New Zealand,China,NA,NA,NA,NA,NA,0,0.05,0.49,NA,0,0,0,0.03,0.06,NA,NA,NA,0.49,NA
2000,New Zealand,China,0.37,0.24,0.26,0.44,0.52,0,0.05,0.59,0.83,0,0,0,0.04,0.06,NA,NA,0.83,0.59,NA
2001,New Zealand,China,0.37,0.24,0.26,0.44,0.52,0,0.06,0.58,0.83,0,0,0,0.05,0.07,NA,NA,0.83,0.58,NA
2002,New Zealand,China,0.36,0.24,0.26,0.42,0.52,0,0.07,0.55,0.83,0,0,0,0.05,0.08,NA,NA,0.83,0.55,NA
2003,New Zealand,China,0.29,0.19,0.22,0.38,0.36,0,0.07,0.56,0.51,0,0,0,0.05,0.09,NA,0.2,0.83,0.62,0.5
2004,New Zealand,China,0.28,0.19,0.21,0.37,0.35,0,0.08,0.56,0.49,0,0,0,0.06,0.1,NA,0.15,0.83,0.61,0.5
2005,New Zealand,China,0.29,0.19,0.22,0.38,0.36,0,0.08,0.56,0.5,0,0,0,0.05,0.11,NA,0.18,0.83,0.63,0.5
2006,New Zealand,China,0.22,0.15,0.18,0.25,0.32,0,0.09,0.29,0.51,0,0,0,0.06,0.12,NA,0.2,0.82,0.59,0
2007,New Zealand,China,0.29,0.19,0.23,0.38,0.36,0,0.1,0.57,0.5,0,0,0,0.05,0.14,NA,0.17,0.82,0.64,0.5
2008,New Zealand,China,0.21,0.14,0.17,0.24,0.3,0,0.1,0.28,0.47,0,0,0,0.06,0.13,NA,0.11,0.82,0.57,0
2009,New Zealand,China,NA,NA,NA,NA,NA,0,NA,0.55,0.48,0,0,0,0.09,0.15,NA,0.13,0.82,0.6,0.5
2010,New Zealand,China,NA,NA,NA,NA,NA,0,NA,0.32,0.46,0,0,0,0.11,0.16,NA,0.09,0.82,0.64,0
2011,New Zealand,China,NA,NA,NA,NA,NA,0,NA,0.28,0.82,0,0,0,0.12,0.16,NA,NA,0.82,0.57,0
2012,New Zealand,China,0.22,0.14,0.18,0.24,0.3,0,0.11,0.3,0.46,0,0,0,0.15,0.17,0.01,0.1,0.83,0.59,0
2013,New Zealand,China,0.34,0.23,0.27,0.48,0.38,0,0.13,0.77,0.45,0,0,0,0.2,0.17,0,0.08,0.83,0.55,1
2014,New Zealand,China,0.33,0.22,0.26,0.47,0.37,0,0.13,0.75,0.45,0,0,0,0.2,0.17,0.01,0.07,0.83,0.5,1
2015,New Zealand,China,0.21,0.14,0.18,0.22,0.28,0,0.13,0.26,0.44,0,0,0,0.17,0.2,0.01,0.05,0.83,0.51,0
2016,New Zealand,China,0.27,0.18,0.22,0.34,0.32,0,0.13,0.5,0.43,0,0,0,0.19,0.2,0.01,0.04,0.83,0.5,0.5
2017,New Zealand,China,0.21,0.14,0.19,0.23,0.3,0,0.15,0.25,0.46,0,0,0,0.24,0.2,0.01,0.09,0.83,0.5,0
2018,New Zealand,China,NA,NA,NA,NA,NA,0,NA,0.27,0.44,0,0,0,NA,NA,NA,0.06,0.83,0.55,0
1991,New Zealand,India,NA,NA,NA,NA,NA,0,NA,0.6,NA,0,0,0,NA,NA,NA,NA,NA,0.6,NA
1992,New Zealand,India,NA,NA,NA,NA,NA,0,NA,0.55,NA,0,0,0,NA,NA,NA,NA,NA,0.55,NA
1993,New Zealand,India,NA,NA,NA,NA,NA,0,NA,0.59,NA,0,0,0,NA,NA,NA,NA,NA,0.59,NA
1994,New Zealand,India,NA,NA,NA,NA,NA,0,NA,0.54,NA,0,0,0,NA,NA,NA,NA,NA,0.54,NA
1995,New Zealand,India,NA,NA,NA,NA,NA,0,0.01,0.57,NA,0,0,0,0.01,0.01,NA,NA,NA,0.57,NA
1996,New Zealand,India,NA,NA,NA,NA,NA,0,0.01,0.55,NA,0,0,0,0.01,0.01,NA,NA,NA,0.55,NA
1997,New Zealand,India,NA,NA,NA,NA,NA,0,0.01,0.5,NA,0,0,0,0.01,0.01,NA,NA,NA,0.5,NA
1998,New Zealand,India,NA,NA,NA,NA,NA,0,0.01,0.43,NA,0,0,0,0.01,0.01,NA,NA,NA,0.43,NA
1999,New Zealand,India,NA,NA,NA,NA,NA,0,0.01,0.43,NA,0,0,0,0.01,0.01,NA,NA,NA,0.43,NA
2000,New Zealand,India,0.34,0.23,0.23,0.4,0.5,0,0.01,0.52,0.83,0,0,0,0.01,0.01,NA,NA,0.83,0.52,NA
2001,New Zealand,India,0.33,0.22,0.22,0.38,0.49,0,0.01,0.48,0.83,0,0,0,0.01,0.01,NA,NA,0.83,0.48,NA
2002,New Zealand,India,0.32,0.21,0.22,0.37,0.49,0,0.01,0.46,0.83,0,0,0,0.01,0.01,NA,NA,0.83,0.46,NA
2003,New Zealand,India,0.21,0.14,0.14,0.22,0.34,0,0.01,0.24,0.6,0,0,0,0.01,0.01,NA,0.38,0.83,0.48,0
2004,New Zealand,India,0.21,0.14,0.14,0.22,0.34,0,0.01,0.24,0.6,0,0,0,0.01,0.01,NA,0.38,0.83,0.47,0
2005,New Zealand,India,0.24,0.16,0.16,0.25,0.37,0,0.01,0.29,0.65,0,0,0,0.01,0.01,NA,0.47,0.83,0.57,0
2006,New Zealand,India,0.23,0.16,0.16,0.24,0.38,0,0.01,0.25,0.67,0,0,0,0.01,0.01,NA,0.52,0.82,0.5,0
2007,New Zealand,India,0.29,0.19,0.19,0.36,0.4,0,0.01,0.51,0.62,0,0,0,0.01,0.01,NA,0.41,0.82,0.53,0.5
2008,New Zealand,India,0.22,0.14,0.15,0.23,0.34,0,0.01,0.25,0.6,0,0,0,0.01,0.01,NA,0.38,0.82,0.5,0
2009,New Zealand,India,0.23,0.15,0.16,0.23,0.37,0,0.01,0.23,0.66,0,0,0,0.02,0.01,NA,0.49,0.82,0.47,0
2010,New Zealand,India,0.28,0.19,0.19,0.36,0.38,0,0.01,0.51,0.59,0,0,0,0.02,0.01,0,0.36,0.82,0.52,0.5
2011,New Zealand,India,0.39,0.26,0.26,0.5,0.54,0,0.01,0.73,0.82,0,0,0,0.02,0.01,0,NA,0.82,0.45,1
2012,New Zealand,India,0.21,0.14,0.15,0.23,0.34,0,0.01,0.26,0.58,0,0,0,0.02,0.01,0,0.34,0.83,0.52,0
2013,New Zealand,India,0.2,0.13,0.14,0.22,0.31,0,0.01,0.25,0.54,0,0,0,0.01,0.01,0,0.26,0.83,0.5,0
2014,New Zealand,India,0.33,0.22,0.22,0.47,0.4,0,0.01,0.75,0.55,0,0,0,0.01,0.01,0,0.27,0.83,0.5,1
2015,New Zealand,India,0.2,0.14,0.14,0.22,0.32,0,0.01,0.25,0.55,0,0,0,0.02,0.01,0,0.27,0.83,0.51,0
2016,New Zealand,India,0.32,0.21,0.21,0.44,0.4,0,0.01,0.7,0.55,0,0,0,0.02,0.01,0,0.28,0.83,0.4,1
2017,New Zealand,India,0.2,0.13,0.14,0.21,0.32,0,0.01,0.22,0.57,0,0,0,0.01,0.01,0,0.31,0.83,0.45,0
2018,New Zealand,India,NA,NA,NA,NA,NA,0,NA,0.28,0.55,0,0,0,NA,NA,NA,0.27,0.83,0.57,0
1991,New Zealand,Russia,NA,NA,NA,NA,NA,0,NA,0.63,NA,0,0,0,NA,NA,NA,NA,NA,0.63,NA
1992,New Zealand,Russia,NA,NA,NA,NA,NA,0,NA,0.7,NA,0,0,0,NA,NA,NA,NA,NA,0.7,NA
1993,New Zealand,Russia,NA,NA,NA,NA,NA,0,NA,0.73,NA,0,0,0,NA,NA,NA,NA,NA,0.73,NA
1994,New Zealand,Russia,NA,NA,NA,NA,NA,0,NA,0.72,NA,0,0,0,NA,NA,NA,NA,NA,0.72,NA
1995,New Zealand,Russia,NA,NA,NA,NA,NA,0,0,0.69,NA,0,0,0,0.01,0,NA,NA,NA,0.69,NA
1996,New Zealand,Russia,NA,NA,NA,NA,NA,0,0.01,0.68,NA,0,0,0,0.01,0,NA,NA,NA,0.68,NA
1997,New Zealand,Russia,NA,NA,NA,NA,NA,0,0.01,0.69,NA,0,0,0,0.02,0,NA,NA,NA,0.69,NA
1998,New Zealand,Russia,NA,NA,NA,NA,NA,0,0.01,0.66,NA,0,0,0,0.01,0,NA,NA,NA,0.66,NA
1999,New Zealand,Russia,NA,NA,NA,NA,NA,0,0,0.64,NA,0,0,0,0,0,NA,NA,NA,0.64,NA
2000,New Zealand,Russia,0.37,0.25,0.25,0.47,0.52,0,0,0.66,0.83,0,0,0,0,0,NA,NA,0.83,0.66,NA
2001,New Zealand,Russia,0.37,0.25,0.25,0.46,0.52,0,0,0.65,0.83,0,0,0,0,0,NA,NA,0.83,0.65,NA
2002,New Zealand,Russia,0.35,0.24,0.24,0.43,0.51,0,0,0.59,0.83,0,0,0,0,0,NA,NA,0.83,0.59,NA
2003,New Zealand,Russia,0.22,0.15,0.15,0.26,0.33,0,0,0.33,0.55,0,0,0,0,0,NA,0.27,0.83,0.66,0
2004,New Zealand,Russia,0.21,0.14,0.14,0.24,0.32,0,0,0.3,0.55,0,0,0,0,0,NA,0.27,0.83,0.6,0
